Total population,Total households,PCT WHITE COLLAR,PCT BLUE COLLAR,Median income,Mean income,B08604,Daytime Population,id,Geographic Area Name
1377,1060,46.6,53.4,58958,90521,497.8532079,1175.853208,1400000US48167724800,"Census Tract 7248, Galveston County, Texas"
1702,910,53.9,46.1,55814,86814,615.3566884,1423.356688,1400000US48167724900,"Census Tract 7249, Galveston County, Texas"
1809,1059,58.9,41.2,42273,57633,654.0424496,1648.04245,1400000US48167725000,"Census Tract 7250, Galveston County, Texas"
1869,960,38.5,61.5,36610,48394,675.7353999,1710.7354,1400000US48167725100,"Census Tract 7251, Galveston County, Texas"
2109,908,36.2,63.9,40223,44749,762.5072008,1897.507201,1400000US48167725200,"Census Tract 7252, Galveston County, Texas"
1897,968,66.8,33.3,65321,83864,685.8587767,1619.858777,1400000US48167725300,"Census Tract 7253, Galveston County, Texas"
3869,1778,38,61.9,45662,67367,1398.833741,3569.833741,1400000US48167725400,"Census Tract 7254, Galveston County, Texas"
1042,612,62.1,38,84219,107536,376.7342358,827.7342358,1400000US48167725500,"Census Tract 7255, Galveston County, Texas"
4574,2797,58.8,41.2,42394,55077,1653.725906,3726.725906,1400000US48167725600,"Census Tract 7256, Galveston County, Texas"
2312,991,69,31.1,99536,124108,835.9016825,1934.901682,1400000US48167725700,"Census Tract 7257, Galveston County, Texas"
4560,2334,56.7,43.2,65087,90958,1648.664218,4057.664218,1400000US48167725800,"Census Tract 7258, Galveston County, Texas"
2545,1985,69.1,30.9,55448,78083,920.1426392,2109.142639,1400000US48167725900,"Census Tract 7259, Galveston County, Texas"
1369,1234,65.9,34.1,85739,104366,494.9608146,1158.960815,1400000US48167726000,"Census Tract 7260, Galveston County, Texas"
2042,2970,72.3,27.7,87367,131198,738.2834064,1723.283406,1400000US48167726101,"Census Tract 7261.01, Galveston County, Texas"
832,2799,80.2,19.8,72471,98252,300.80891,870.80891,1400000US48167726102,"Census Tract 7261.02, Galveston County, Texas"
2699,1400,49.5,50.6,45742,52896,975.8212115,2534.821211,1400000US48167726200,"Census Tract 7262, Galveston County, Texas"
0,0,#VALUE!,#VALUE!,-,-,0,0,1400000US48167990000,"Census Tract 9900, Galveston County, Texas"
0,0,#VALUE!,#VALUE!,-,-,0,0,1400000US48167990100,"Census Tract 9901, Galveston County, Texas"
1247,471,49.4,50.6,48071,53452,296.8555076,1037.855508,1400000US48169950101,"Census Tract 9501.01, Garza County, Texas"
3121,1716,46.1,53.9,62109,62466,742.9719642,2635.971964,1400000US48169950102,"Census Tract 9501.02, Garza County, Texas"
1660,0,#VALUE!,#VALUE!,-,-,395.1725282,2055.172528,1400000US48169980000,"Census Tract 9800, Garza County, Texas"
4435,2250,49.2,50.8,58659,81919,2134.015299,4481.015299,1400000US48171950100,"Census Tract 9501, Gillespie County, Texas"
4605,2287,63.2,36.8,64100,92675,2215.815209,4950.815209,1400000US48171950200,"Census Tract 9502, Gillespie County, Texas"
1940,1345,57.6,42.4,44813,76676,933.4813259,2028.481326,1400000US48171950301,"Census Tract 9503.01, Gillespie County, Texas"
4836,2284,58.9,41.1,76148,97214,2326.966852,4690.966852,1400000US48171950302,"Census Tract 9503.02, Gillespie County, Texas"
2103,1396,64.7,35.3,55590,86346,1011.913004,2114.913004,1400000US48171950401,"Census Tract 9504.01, Gillespie County, Texas"
4455,1914,50.5,49.4,49724,69792,2143.638818,4559.638818,1400000US48171950402,"Census Tract 9504.02, Gillespie County, Texas"
4294,1742,47.2,52.8,57800,84305,2066.169492,4682.169492,1400000US48171950500,"Census Tract 9505, Gillespie County, Texas"
1447,526,44.5,55.5,74375,100166,1147,1958,1400000US48173950100,"Census Tract 9501, Glasscock County, Texas"
4476,2095,54.3,45.7,59957,76146,1094.487728,3709.487728,1400000US48175960100,"Census Tract 9601, Goliad County, Texas"
3102,1685,50.3,49.7,39102,73554,758.5122724,2687.512272,1400000US48175960200,"Census Tract 9602, Goliad County, Texas"
3031,1483,44.2,55.7,58456,73300,1225.468168,2763.468168,1400000US48177000100,"Census Tract 1, Gonzales County, Texas"
5591,2302,53.5,46.5,64200,79354,2260.505617,5614.505617,1400000US48177000200,"Census Tract 2, Gonzales County, Texas"
3360,1547,45.6,54.5,41336,60947,1358.486653,3510.486653,1400000US48177000300,"Census Tract 3, Gonzales County, Texas"
2226,845,38.1,61.9,62813,75706,899.9974073,1975.997407,1400000US48177000400,"Census Tract 4, Gonzales County, Texas"
4025,1671,26.3,73.8,60050,68931,1627.353803,3831.353803,1400000US48177000500,"Census Tract 5, Gonzales County, Texas"
2595,1200,38.7,61.3,70750,113243,1049.188352,2580.188352,1400000US48177000600,"Census Tract 6, Gonzales County, Texas"
4934,1693,56.9,43.1,68000,88452,1962.373657,5368.373657,1400000US48179950100,"Census Tract 9501, Gray County, Texas"
4202,1866,61.1,38.9,86607,128749,1671.239179,4010.239179,1400000US48179950300,"Census Tract 9503, Gray County, Texas"
4386,2279,56.7,43.3,60347,63318,1744.420523,4364.420523,1400000US48179950400,"Census Tract 9504, Gray County, Texas"
2637,1129,37,63,50224,61508,1048.800027,2496.800027,1400000US48179950500,"Census Tract 9505, Gray County, Texas"
2231,1122,29.1,71,34315,45597,887.3238,2055.3238,1400000US48179950600,"Census Tract 9506, Gray County, Texas"
1959,998,33.7,66.4,36042,46900,779.1426823,1805.142682,1400000US48179950700,"Census Tract 9507, Gray County, Texas"
1714,908,32.4,67.5,27661,36938,681.7001314,1748.700131,1400000US48179950800,"Census Tract 9508, Gray County, Texas"
5093,2313,57.5,42.5,54627,73583,2179.668367,5028.668367,1400000US48181000101,"Census Tract 1.01, Grayson County, Texas"
3110,1445,55.6,44.4,67845,69750,1330.997177,3101.997177,1400000US48181000102,"Census Tract 1.02, Grayson County, Texas"
2670,1079,35.2,64.7,42321,61349,1142.688894,2821.688894,1400000US48181000200,"Census Tract 2, Grayson County, Texas"
5217,2230,51.9,48.1,66790,87048,2232.737064,4882.737064,1400000US48181000302,"Census Tract 3.02, Grayson County, Texas"
3072,1990,67.8,32.2,52311,68393,1314.734189,3262.734189,1400000US48181000304,"Census Tract 3.04, Grayson County, Texas"
1614,1204,57.2,42.7,71731,94234,690.7490171,1288.749017,1400000US48181000305,"Census Tract 3.05, Grayson County, Texas"
2771,1800,53.7,46.3,48848,64336,1185.914205,2806.914205,1400000US48181000306,"Census Tract 3.06, Grayson County, Texas"
3172,1209,62,37.9,42291,56544,1357.531525,3451.531525,1400000US48181000400,"Census Tract 4, Grayson County, Texas"
3488,1599,43.3,56.7,39239,52362,1492.77111,3705.77111,1400000US48181000501,"Census Tract 5.01, Grayson County, Texas"
1539,613,50.5,49.4,44706,49903,658.6510144,1601.651014,1400000US48181000502,"Census Tract 5.02, Grayson County, Texas"
4143,1687,55.6,44.5,54699,65108,1773.093666,3933.093666,1400000US48181000600,"Census Tract 6, Grayson County, Texas"
4187,1761,53.9,46.2,42378,62838,1791.924495,4101.924495,1400000US48181000700,"Census Tract 7, Grayson County, Texas"
6098,2552,69.3,30.8,78261,91191,2609.781602,5956.781602,1400000US48181000800,"Census Tract 8, Grayson County, Texas"
4460,1962,70.5,29.6,62500,75289,1908.761224,4181.761224,1400000US48181000901,"Census Tract 9.01, Grayson County, Texas"
3102,1565,62,37.9,37554,55891,1327.57339,3264.57339,1400000US48181000903,"Census Tract 9.03, Grayson County, Texas"
3924,2092,53.8,46.3,71806,79784,1679.367499,3140.367499,1400000US48181000904,"Census Tract 9.04, Grayson County, Texas"
4964,2126,50.9,49,64039,82348,2124.459802,4836.459802,1400000US48181001101,"Census Tract 11.01, Grayson County, Texas"
4216,1809,58.8,41.2,70907,114140,1804.335722,3945.335722,1400000US48181001103,"Census Tract 11.03, Grayson County, Texas"
2721,1191,50,50,72250,78681,1164.515536,2626.515536,1400000US48181001104,"Census Tract 11.04, Grayson County, Texas"
6289,2763,62.1,37.8,59136,73798,2691.524516,5769.524516,1400000US48181001200,"Census Tract 12, Grayson County, Texas"
3993,1935,47.8,52.2,34858,53069,1708.897661,4070.897661,1400000US48181001300,"Census Tract 13, Grayson County, Texas"
5920,1766,39.4,60.5,36797,51911,2533.602343,6082.602343,1400000US48181001400,"Census Tract 14, Grayson County, Texas"
7123,2425,45,55,48859,53493,3048.454305,6341.454305,1400000US48181001500,"Census Tract 15, Grayson County, Texas"
5500,2464,43,57,47813,52434,2353.853528,5468.853528,1400000US48181001700,"Census Tract 17, Grayson County, Texas"
6698,2687,60.6,39.4,69369,85297,2866.565623,6142.565623,1400000US48181001801,"Census Tract 18.01, Grayson County, Texas"
5437,2058,52,48,78860,94237,2326.891206,5189.891206,1400000US48181001802,"Census Tract 18.02, Grayson County, Texas"
7217,2473,48.5,51.5,92425,104634,3088.683802,6494.683802,1400000US48181001803,"Census Tract 18.03, Grayson County, Texas"
7579,2729,60.1,40,94811,113591,3243.610161,7086.610161,1400000US48181001901,"Census Tract 19.01, Grayson County, Texas"
4703,1941,53.4,46.6,70156,84683,2012.758753,4565.758753,1400000US48181001902,"Census Tract 19.02, Grayson County, Texas"
3507,1281,43.8,56.2,35800,51391,1500.902604,3839.902604,1400000US48181002000,"Census Tract 20, Grayson County, Texas"
3166,1984,55.6,44.3,34375,50707,1902.345183,3494.345183,1400000US48183000201,"Census Tract 2.01, Gregg County, Texas"
3755,1720,68.6,31.5,86216,86473,2256.255894,4306.255894,1400000US48183000202,"Census Tract 2.02, Gregg County, Texas"
5694,2472,61.9,38.2,56889,72790,3421.337167,6385.337167,1400000US48183000300,"Census Tract 3, Gregg County, Texas"
3787,2060,63.7,36.3,51006,55687,2275.483641,3769.483641,1400000US48183000401,"Census Tract 4.01, Gregg County, Texas"
3459,1838,61.9,38.1,50139,61993,2078.399238,3860.399238,1400000US48183000402,"Census Tract 4.02, Gregg County, Texas"
4886,2435,73,26.9,101079,144063,2935.836565,5589.836565,1400000US48183000501,"Census Tract 5.01, Gregg County, Texas"
4625,2326,47.8,52.3,46632,65226,2779.010256,5032.010256,1400000US48183000502,"Census Tract 5.02, Gregg County, Texas"
5347,2192,66.1,33.9,61442,80928,3212.83629,5723.83629,1400000US48183000601,"Census Tract 6.01, Gregg County, Texas"
3648,1458,60.4,39.6,49635,91230,2191.963117,4250.963117,1400000US48183000602,"Census Tract 6.02, Gregg County, Texas"
6188,2277,44.5,55.6,57767,61252,3718.165506,7396.165506,1400000US48183000700,"Census Tract 7, Gregg County, Texas"
6716,2464,49,50.9,53007,57914,4035.423325,8118.423325,1400000US48183000800,"Census Tract 8, Gregg County, Texas"
3267,1319,38.3,61.7,30754,43225,1963.032758,3932.032758,1400000US48183000900,"Census Tract 9, Gregg County, Texas"
2476,876,44.1,55.9,41771,56134,1487.746896,2996.746896,1400000US48183001000,"Census Tract 10, Gregg County, Texas"
4082,1423,38,62,31468,95228,2452.73943,5361.73943,1400000US48183001100,"Census Tract 11, Gregg County, Texas"
2694,993,24.7,75.3,38149,42313,1618.73592,3254.73592,1400000US48183001200,"Census Tract 12, Gregg County, Texas"
4058,1486,30.1,70,37396,54339,2438.31862,4928.31862,1400000US48183001300,"Census Tract 13, Gregg County, Texas"
3406,1633,27.1,73,38098,46052,2046.553283,3908.553283,1400000US48183001400,"Census Tract 14, Gregg County, Texas"
4293,1793,45.2,54.9,31125,55827,2579.522385,5018.522385,1400000US48183001500,"Census Tract 15, Gregg County, Texas"
5689,2455,63.7,36.4,97321,119382,3418.332832,6508.332832,1400000US48183010100,"Census Tract 101, Gregg County, Texas"
4013,1620,43.1,56.8,33529,46652,2411.279602,4656.279602,1400000US48183010201,"Census Tract 102.01, Gregg County, Texas"
3369,1345,59.6,40.3,55571,69194,2024.321201,3729.321201,1400000US48183010202,"Census Tract 102.02, Gregg County, Texas"
4782,2093,60.3,39.7,48884,71521,2873.346388,5740.346388,1400000US48183010301,"Census Tract 103.01, Gregg County, Texas"
5022,2035,53.8,46.2,61029,87479,3017.554488,5354.554488,1400000US48183010302,"Census Tract 103.02, Gregg County, Texas"
3250,1240,40.6,59.4,60000,68627,1952.818018,3973.818018,1400000US48183010401,"Census Tract 104.01, Gregg County, Texas"
4818,1808,59.8,40.2,73141,84601,2894.977603,5771.977603,1400000US48183010402,"Census Tract 104.02, Gregg County, Texas"
3074,1238,42.7,57.3,50625,72663,1847.065411,3674.065411,1400000US48183010501,"Census Tract 105.01, Gregg County, Texas"
2630,1136,58.3,41.8,67540,72820,1580.280427,3187.280427,1400000US48183010502,"Census Tract 105.02, Gregg County, Texas"
6502,2665,55.4,44.7,60603,76712,3906.83777,7135.83777,1400000US48183010600,"Census Tract 106, Gregg County, Texas"
4923,1864,36.7,63.3,36083,52033,2958.068647,6071.068647,1400000US48183010700,"Census Tract 107, Gregg County, Texas"
14,8,100,0,-,N,8.412139154,18.41213915,1400000US48183980000,"Census Tract 9800, Gregg County, Texas"
3919,1826,50.9,49.1,43293,64487,1165.353851,3421.353851,1400000US48185180101,"Census Tract 1801.01, Grimes County, Texas"
4936,2294,55.8,44.3,53352,79025,1467.768974,4577.768974,1400000US48185180102,"Census Tract 1801.02, Grimes County, Texas"
4547,1710,46,53.9,44755,57470,1352.095933,4030.095933,1400000US48185180201,"Census Tract 1802.01, Grimes County, Texas"
3198,1353,59.8,40.1,100682,97350,950.957289,2665.957289,1400000US48185180202,"Census Tract 1802.02, Grimes County, Texas"
3142,1802,47.3,52.6,50083,79541,934.3051288,2722.305129,1400000US48185180302,"Census Tract 1803.02, Grimes County, Texas"
2469,1167,64.9,35.1,85508,99793,734.1818469,1993.181847,1400000US48185180303,"Census Tract 1803.03, Grimes County, Texas"
2460,1190,43.9,56.2,79643,114963,731.5056069,2096.505607,1400000US48185180304,"Census Tract 1803.04, Grimes County, Texas"
3776,57,50.7,49.2,50888,51984,1122.831371,4779.831371,1400000US48185180400,"Census Tract 1804, Grimes County, Texas"
4164,1635,37.1,62.9,48824,80932,1211.143446,3389.143446,1400000US48187210100,"Census Tract 2101, Guadalupe County, Texas"
4302,1753,31.2,68.8,35707,47704,1251.282206,3448.282206,1400000US48187210200,"Census Tract 2102, Guadalupe County, Texas"
5924,2356,46.1,53.9,37614,49651,1723.058063,5277.058063,1400000US48187210300,"Census Tract 2103, Guadalupe County, Texas"
4800,1762,55.6,44.4,48694,61066,1396.130773,4292.130773,1400000US48187210400,"Census Tract 2104, Guadalupe County, Texas"
4371,1400,42.7,57.2,50565,74262,1271.351586,3359.351586,1400000US48187210505,"Census Tract 2105.05, Guadalupe County, Texas"
3189,1250,53.5,46.6,56845,71138,927.5543826,2629.554383,1400000US48187210506,"Census Tract 2105.06, Guadalupe County, Texas"
3505,1139,54,46,75648,87712,1019.466325,2789.466325,1400000US48187210508,"Census Tract 2105.08, Guadalupe County, Texas"
4705,1443,62.4,37.6,82299,92393,1368.499019,4026.499019,1400000US48187210509,"Census Tract 2105.09, Guadalupe County, Texas"
3859,1649,45.3,54.7,-,90535,1122.43097,3093.43097,1400000US48187210510,"Census Tract 2105.10, Guadalupe County, Texas"
2563,823,36.5,63.6,76415,93514,745.4756609,1984.475661,1400000US48187210511,"Census Tract 2105.11, Guadalupe County, Texas"
2999,845,65.3,34.7,73667,93726,872.2908728,2689.290873,1400000US48187210512,"Census Tract 2105.12, Guadalupe County, Texas"
1824,824,49.7,50.3,70078,84553,530.5296939,1549.529694,1400000US48187210513,"Census Tract 2105.13, Guadalupe County, Texas"
2254,882,40.7,59.3,61669,78477,655.5997424,1915.599742,1400000US48187210603,"Census Tract 2106.03, Guadalupe County, Texas"
2862,1665,62.2,37.8,71827,84919,832.4429737,2184.442974,1400000US48187210606,"Census Tract 2106.06, Guadalupe County, Texas"
5420,1994,58.1,41.9,78654,83364,1576.464332,4458.464332,1400000US48187210608,"Census Tract 2106.08, Guadalupe County, Texas"
2138,883,74.9,25.1,116750,140675,621.8599154,1726.859915,1400000US48187210609,"Census Tract 2106.09, Guadalupe County, Texas"
3347,1183,69.3,30.7,84542,96797,973.5103539,2542.510354,1400000US48187210610,"Census Tract 2106.10, Guadalupe County, Texas"
3169,1199,69.1,30.9,72921,83622,921.7371711,2505.737171,1400000US48187210611,"Census Tract 2106.11, Guadalupe County, Texas"
7296,2288,61.2,38.8,89010,102317,2122.118776,6302.118776,1400000US48187210612,"Census Tract 2106.12, Guadalupe County, Texas"
4924,1564,58.7,41.2,81172,91106,1432.197485,4169.197485,1400000US48187210613,"Census Tract 2106.13, Guadalupe County, Texas"
3089,924,57,42.9,93750,108404,898.4683248,2590.468325,1400000US48187210614,"Census Tract 2106.14, Guadalupe County, Texas"
3585,1558,54.8,45.2,72375,90291,1042.735171,2734.735171,1400000US48187210705,"Census Tract 2107.05, Guadalupe County, Texas"
5568,2292,55,44.9,61406,68069,1619.511697,3790.511697,1400000US48187210706,"Census Tract 2107.06, Guadalupe County, Texas"
5818,2402,70.6,29.4,76368,89700,1692.226842,4589.226842,1400000US48187210707,"Census Tract 2107.07, Guadalupe County, Texas"
5217,1742,75.7,24.3,99185,117803,1517.419634,3908.419634,1400000US48187210709,"Census Tract 2107.09, Guadalupe County, Texas"
4125,1489,73.6,26.3,110114,121555,1199.799883,3156.799883,1400000US48187210710,"Census Tract 2107.10, Guadalupe County, Texas"
3657,1128,68.8,31.2,119600,126540,1063.677133,3002.677133,1400000US48187210711,"Census Tract 2107.11, Guadalupe County, Texas"
4964,1535,69.3,30.8,133750,140707,1443.831908,4188.831908,1400000US48187210712,"Census Tract 2107.12, Guadalupe County, Texas"
8741,2873,65.3,34.7,100925,109619,2542.412311,7647.412311,1400000US48187210713,"Census Tract 2107.13, Guadalupe County, Texas"
2629,871,58,42,110000,106637,764.6724591,2092.672459,1400000US48187210715,"Census Tract 2107.15, Guadalupe County, Texas"
3413,1152,69.3,30.7,102616,111675,992.7071521,2844.707152,1400000US48187210716,"Census Tract 2107.16, Guadalupe County, Texas"
1933,918,64.6,35.4,84667,103343,562.2334969,1737.233497,1400000US48187210717,"Census Tract 2107.17, Guadalupe County, Texas"
7836,2433,71.9,28.1,86707,103554,2279.183488,6648.183488,1400000US48187210718,"Census Tract 2107.18, Guadalupe County, Texas"
3992,1572,58.3,41.7,82137,93372,1161.115427,3248.115427,1400000US48187210803,"Census Tract 2108.03, Guadalupe County, Texas"
4635,1681,61.7,38.2,81058,93288,1348.138778,3838.138778,1400000US48187210804,"Census Tract 2108.04, Guadalupe County, Texas"
2425,1142,57.2,42.8,55388,88053,705.3369012,2075.336901,1400000US48187210805,"Census Tract 2108.05, Guadalupe County, Texas"
3000,1224,60.2,39.8,51687,66891,872.5817334,2637.581733,1400000US48187210806,"Census Tract 2108.06, Guadalupe County, Texas"
5189,2029,54.6,45.4,73496,88130,1509.275538,4446.275538,1400000US48187210902,"Census Tract 2109.02, Guadalupe County, Texas"
1591,746,55.1,44.9,59189,65764,462.7591793,1368.759179,1400000US48187210903,"Census Tract 2109.03, Guadalupe County, Texas"
1218,454,32.1,67.9,70776,73561,354.2681838,1086.268184,1400000US48187210904,"Census Tract 2109.04, Guadalupe County, Texas"
2790,1262,36,64,67680,103845,811.5010121,2224.501012,1400000US48187210905,"Census Tract 2109.05, Guadalupe County, Texas"
4149,1893,32.5,67.6,37104,46329,1567.45235,4127.45235,1400000US48189950100,"Census Tract 9501, Hale County, Texas"
3998,1514,33.5,66.5,34865,43427,1510.406001,3828.406001,1400000US48189950200,"Census Tract 9502, Hale County, Texas"
6176,2840,61.2,38.8,53534,68216,2333.233482,5749.233482,1400000US48189950300,"Census Tract 9503, Hale County, Texas"
4686,1555,36.4,63.5,43281,58090,1770.325793,4501.325793,1400000US48189950400,"Census Tract 9504, Hale County, Texas"
2999,1278,54.8,45.2,55417,63638,1132.993396,2553.993396,1400000US48189950500,"Census Tract 9505, Hale County, Texas"
4518,1229,52.9,47,55054,67387,1706.857006,4910.857006,1400000US48189950600,"Census Tract 9506, Hale County, Texas"
2726,1264,45,55,43902,61786,1029.856618,2748.856618,1400000US48189950700,"Census Tract 9507, Hale County, Texas"
1342,662,56.1,43.9,43170,56088,506.9947106,1214.994711,1400000US48189950800,"Census Tract 9508, Hale County, Texas"
2869,1147,60.2,39.8,51813,70853,1083.880644,2701.880644,1400000US48189950900,"Census Tract 9509, Hale County, Texas"
3025,1916,42.5,57.5,40197,60663,1060,2832,1400000US48191950500,"Census Tract 9505, Hall County, Texas"
2673,1525,47.9,52,35972,49869,1043.972255,2704.972255,1400000US48193950100,"Census Tract 9501, Hamilton County, Texas"
2330,1478,65,34.9,57917,99945,910.0094854,2576.009485,1400000US48193950200,"Census Tract 9502, Hamilton County, Texas"
3431,1542,44.2,55.7,48176,61790,1340.018259,3280.018259,1400000US48193950300,"Census Tract 9503, Hamilton County, Texas"
1947,758,63.3,36.8,53295,69542,701.9381329,1834.938133,1400000US48195950100,"Census Tract 9501, Hansford County, Texas"
3484,1584,53.8,46.3,44282,58961,1256.061867,3332.061867,1400000US48195950300,"Census Tract 9503, Hansford County, Texas"
3958,2411,52.9,47.1,47188,60592,1503,3536,1400000US48197950100,"Census Tract 9501, Hardeman County, Texas"
3278,1732,52.4,47.6,27244,47284,729.6001813,2707.600181,1400000US48199030100,"Census Tract 301, Hardin County, Texas"
6571,2493,65.5,34.5,86691,88292,1462.538985,5439.538985,1400000US48199030200,"Census Tract 302, Hardin County, Texas"
3848,2001,67.3,32.7,53150,63327,856.467815,3397.467815,1400000US48199030301,"Census Tract 303.01, Hardin County, Texas"
7547,3324,57.1,43,60389,85174,1679.771985,5868.771985,1400000US48199030302,"Census Tract 303.02, Hardin County, Texas"
2220,1020,51.9,48.2,56694,74992,494.1160471,1968.116047,1400000US48199030400,"Census Tract 304, Hardin County, Texas"
4778,1808,51.3,48.7,93583,99508,1063.462375,3489.462375,1400000US48199030501,"Census Tract 305.01, Hardin County, Texas"
3343,1387,54.6,45.4,84523,103140,744.0675431,2446.067543,1400000US48199030503,"Census Tract 305.03, Hardin County, Texas"
4531,2057,66.5,33.5,78194,89026,1008.486401,3990.486401,1400000US48199030504,"Census Tract 305.04, Hardin County, Texas"
4520,1736,45.9,54,46794,75001,1006.038078,3497.038078,1400000US48199030600,"Census Tract 306, Hardin County, Texas"
3942,1703,43.4,56.7,48958,64626,877.3898459,3237.389846,1400000US48199030700,"Census Tract 307, Hardin County, Texas"
3801,2012,58.6,41.4,51796,71072,846.0067996,3010.0068,1400000US48199030800,"Census Tract 308, Hardin County, Texas"
4970,1930,40.1,60,78950,75163,1106.196736,3816.196736,1400000US48199030900,"Census Tract 309, Hardin County, Texas"
4007,1908,47.1,52.9,53315,59550,891.8572076,3547.857208,1400000US48199031000,"Census Tract 310, Hardin County, Texas"
5090,3230,83.7,16.3,99714,167165,2734.035729,4863.035729,1400000US48201100001,"Census Tract 1000.01, Harris County, Texas"
4644,1732,35.4,64.7,37284,47581,2494.471891,5130.471891,1400000US48201210400,"Census Tract 2104, Harris County, Texas"
4871,1972,45.5,54.5,36410,46423,2616.402365,5419.402365,1400000US48201210500,"Census Tract 2105, Harris County, Texas"
5750,2569,55.9,44,68487,82717,3088.547238,6038.547238,1400000US48201210600,"Census Tract 2106, Harris County, Texas"
2401,984,30.1,69.9,42125,49004,1289.669899,2675.669899,1400000US48201210700,"Census Tract 2107, Harris County, Texas"
2402,1046,27.2,72.7,36977,43670,1290.207038,2703.207038,1400000US48201210800,"Census Tract 2108, Harris County, Texas"
1433,702,43.4,56.7,36071,42788,769.7196856,1647.719686,1400000US48201210900,"Census Tract 2109, Harris County, Texas"
2113,904,24.5,75.5,26097,45004,1134.973968,2577.973968,1400000US48201211000,"Census Tract 2110, Harris County, Texas"
3011,1107,39,60.9,32765,38979,1617.324476,3590.324476,1400000US48201211101,"Census Tract 2111.01, Harris County, Texas"
2449,921,29.2,70.9,21930,34120,1315.452554,2958.452554,1400000US48201211102,"Census Tract 2111.02, Harris County, Texas"
2169,1271,50.7,49.3,15817,31158,1165.053732,2601.053732,1400000US48201211200,"Census Tract 2112, Harris County, Texas"
2652,1056,30.7,69.3,33201,43245,1424.4917,3087.4917,1400000US48201211301,"Census Tract 2113.01, Harris County, Texas"
2724,1489,38.9,61.1,32366,38176,1463.165683,3109.165683,1400000US48201211302,"Census Tract 2113.02, Harris County, Texas"
3890,1756,51.7,48.3,40966,65317,2089.469349,4144.469349,1400000US48201211400,"Census Tract 2114, Harris County, Texas"
2978,1000,28.5,71.5,32350,47042,1599.5989,3415.5989,1400000US48201211501,"Census Tract 2115.01, Harris County, Texas"
3255,973,27.4,72.6,29811,42957,1748.386306,3790.386306,1400000US48201211502,"Census Tract 2115.02, Harris County, Texas"
3086,1294,35.9,64,36121,49329,1657.609874,3293.609874,1400000US48201211600,"Census Tract 2116, Harris County, Texas"
3957,1496,26.1,73.9,33301,50811,2125.457639,4536.457639,1400000US48201211700,"Census Tract 2117, Harris County, Texas"
5247,1781,25.1,74.9,38950,41356,2818.366497,6409.366497,1400000US48201211900,"Census Tract 2119, Harris County, Texas"
4042,1862,41.9,58.1,26213,42003,2171.114424,4220.114424,1400000US48201212300,"Census Tract 2123, Harris County, Texas"
3003,1011,40.6,59.4,41327,47931,1613.027366,3530.027366,1400000US48201212400,"Census Tract 2124, Harris County, Texas"
4179,1672,45,55.1,45326,47777,2244.702419,5237.702419,1400000US48201212500,"Census Tract 2125, Harris County, Texas"
1819,689,34.9,65.2,35192,50240,977.0552046,2170.055205,1400000US48201220100,"Census Tract 2201, Harris County, Texas"
2309,905,45.6,54.3,44792,58957,1240.253143,2598.253143,1400000US48201220200,"Census Tract 2202, Harris County, Texas"
4445,1411,45.1,54.9,35139,53327,2387.5813,4692.5813,1400000US48201220300,"Census Tract 2203, Harris County, Texas"
4751,1917,56.4,43.5,49844,65420,2551.945727,4788.945727,1400000US48201220400,"Census Tract 2204, Harris County, Texas"
3053,1753,19,81,18354,30531,1639.884299,3639.884299,1400000US48201220500,"Census Tract 2205, Harris County, Texas"
3878,1115,36.1,63.9,43109,50086,2083.023685,4541.023685,1400000US48201220600,"Census Tract 2206, Harris County, Texas"
3105,990,39.4,60.5,24659,28937,1667.815509,3931.815509,1400000US48201220701,"Census Tract 2207.01, Harris County, Texas"
3560,1277,19.6,80.4,26004,33471,1912.213594,4249.213594,1400000US48201220702,"Census Tract 2207.02, Harris County, Texas"
4137,1281,36,64,24857,34289,2222.142596,5408.142596,1400000US48201220800,"Census Tract 2208, Harris County, Texas"
1742,704,26.2,73.8,24167,35754,935.6955285,2009.695529,1400000US48201220900,"Census Tract 2209, Harris County, Texas"
3749,1175,21.1,78.9,30767,42891,2013.732799,4559.732799,1400000US48201221000,"Census Tract 2210, Harris County, Texas"
3788,1115,35.6,64.4,36432,52650,2034.681207,4364.681207,1400000US48201221100,"Census Tract 2211, Harris County, Texas"
6214,1654,38,62,41227,51439,3337.779572,7033.779572,1400000US48201221200,"Census Tract 2212, Harris County, Texas"
5082,1344,40.9,59.2,56018,54410,2729.73862,5415.73862,1400000US48201221301,"Census Tract 2213.01, Harris County, Texas"
3774,1166,50.4,49.6,41390,54077,2027.161266,4228.161266,1400000US48201221302,"Census Tract 2213.02, Harris County, Texas"
6175,2060,28.3,71.8,33607,40024,3316.831164,6907.831164,1400000US48201221400,"Census Tract 2214, Harris County, Texas"
5394,1550,25.6,74.3,30218,40663,2897.325879,6446.325879,1400000US48201221501,"Census Tract 2215.01, Harris County, Texas"
2552,1191,53.3,46.6,31043,32413,1370.777835,2719.777835,1400000US48201221502,"Census Tract 2215.02, Harris County, Texas"
3593,897,26.4,73.7,44337,62509,1929.93917,4333.93917,1400000US48201221601,"Census Tract 2216.01, Harris County, Texas"
5382,1679,36.5,63.6,53676,56555,2890.880215,6215.880215,1400000US48201221602,"Census Tract 2216.02, Harris County, Texas"
